image_id,prediction,ref1,ref2,ref3,ref4,ref5
94751,"A street scene with a metal fence, traffic lights, and a building in the background, featuring a body of water and a blue sky with clouds.",A parking lot is on the side of the ocean.,A street light attached to a pole next to a street and a sidewalk railing.,A traffic light and a signpost at a crossroads intersection near a waterway.,A view from the street overlooks the ocean.,An assortment of street lights and signs next to an ocean.
95843,"A blue and white bus is parked on the side of a road, with a sign on its front reading ""NOT IN SERVICE"".",A double decker bus is shown that is not in service.,A double decker bus parked near a curb by trees.,a double decker bus sits parked on a curb,A large blue and white bus on a road.,A blue and white double decker bus on side of street.
96960,"A polar bear is swimming underwater, with its head and front paws visible above the rocky seafloor.",A large white polar bear swimming in a pool of blue water.,a polar bear swimming in the water by a wall,A polar bear is under water next to a rock wall.,A polar bear swimming in water near a rock wall.,"A polar bear swimming underwater, approaching some rocks."
97988,"A man stands in front of a large banner with the words ""Run for Rights"" written on it, surrounded by a crowd of people in a park-like setting.","Man standing under banner that reads ""Run for Rights""",A man standing underneath a marathon sign in the grass,A guy smiling while standing under a run for rights banner.,A man in racing gear and number under a banner.,"A runner poses beneath a ""Run for Rights"" sign in a green city park."
98633,"The image depicts a white cake adorned with strawberries and mint leaves on a white plate, set against a backdrop of a container filled with sliced strawberries.",A white piece of cake sitting on top of a plate.,"A cake with white icing, mint leaves and strawberries.",a white square cake with five strawberries on the top,The cake is topped with five whole strawberries.,"A square, white cake sits on a round plate and is decorated with strawberries."
99114,"A woman in a tan coat and black pants walks across a crosswalk, with a red traffic light visible in the background.",A group of people crossing a street next to tall buildings.,Group of people walking on a city pedestrian crossing.,People walking across a pedestrian cross walk,People standing and walking at a city intersection,A group of people walk across a crosswalk.
100428,"The image depicts a man in a white shirt and dark tie, standing in front of a mirror, with his reflection showing him holding the tie in his mouth.",A man is grabbing the tie of another person that appears in the mirror.,there are two men that are pulling their ties,A man pulling himself out of a mirror by his own tie.,two men with ties taking a creepy looking photo,Two men accidentally get their ties too tied up
101420,"A gray cat sits on the back of a couch, gazing out the window at a yard with fallen leaves.",A cat sitting on the back of a sofa looking out a window.,Cat perched on the sofa looking out of the window,a cat that is looking out the window,A cat that is laying on a couch.,Graham black cat sitting on an orange couch looking out the window.
102644,"A white toilet with its lid up is situated in a bathroom, accompanied by a bathtub with a glass door and a towel hanging on the side.",A white toilet sitting in a bathroom next to a shower.,There is a bathroom with tile floors and tile walls.,"A bathroom with a glass shower door, a toilet and a towel handle.",a bathroom with a walk in shower and toilet,A small bathroom with a shower and a toilet.
104198,"The image depicts a red stop sign with Thai script, situated in front of a white building featuring a distinctive pointed roof and a small tower or spire.",A sign is next to an ornate white gazebo.,A street sign is pictured at the forefront with an ornate building in the background.,A stop sign with a pagoda in the background.,Very detailed white roof behind a stop sign.,A stop sign with the work stop written in Arabic.
104669,"A plate of food, including steak, potatoes, carrots, broccoli, and lemon, sits on a colorful tablecloth.",A white plate served on a multi colored table cloth,"The plate is full of broccoli, potatoes, and meat.","A plate with a meal of meat, potatoes, carrots, and broccoli.",The meal features steak and potatoes on the plate..,A plate on a table with with different types of food.
105912,"A red fire hydrant stands on a brick sidewalk in front of a mountainous landscape, with a red bus and a Canadian flag visible in the background.",A red fire hydrant sitting on a sidewalk.,"a red fire hydrant on a red bricked sidewalk,",A hydrant is shown on the side of the walkway.,A WOMAN IS STANDIG ON THE PAVEMENT LOOKING,A red fire hydrant is on the brick sidewalk.
106563,"The image depicts a large clock situated within a glass-enclosed atrium, featuring a red archway and a sign that reads ""Gourmet 360"".",A clock that is hanging underneath a glass arch.,Glass tunnel walkway with a large clock at one end.,An indoor archway with a clock on the end of it.,A station hallway has a glass ceiling and clock.,A clock in a large lobby area of a station.
